SampleID,SubjectID,Cluster,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63
Sample_BWIIAV,Subject_HBHSCC,-1,4.1952834,4.032526,-2.2794194,4.5016775,6.005917,3.3264945,4.3711953,6.99833,7.8364663,1.8467337,5.3433256,-0.06263374,2.4731443,5.0583043,4.2761507,7.5625906,6.288304,6.0242968,4.568312,3.4293542,5.6913233,4.1495175,4.1691356,6.144922,3.8873162,1.7752378,2.4536092,6.328698,5.405677,5.559994,7.062223,6.1026387,1.6408345,8.403462,4.1140738,7.061138,5.419965,7.138093,5.595454,4.827956,4.9578357,3.895533,7.881713,7.9707565,1.7792151,2.4321637,4.3059998,3.4729655,3.6480274,6.2376647,5.127814,7.312475,5.5957713,6.8393836,6.143494,5.375071,4.905017,2.6120894,2.0722752,9.599909,2.179692,7.564402,1.0374211,1.2228823
Sample_BWIIAV,Subject_HBHSCC,15,-1.4512266,11.58179,5.002765,7.269448,5.1735687,4.8346424,5.753338,6.0752087,5.836183,4.1875463,5.353972,2.7491305,5.2975492,5.3800526,4.622534,5.6094003,7.886571,5.500795,5.1269636,3.8268738,5.546349,5.109885,5.1072106,5.149264,4.706316,4.1745434,5.107764,4.8233986,4.716576,6.021403,5.1693325,5.1686726,5.1103196,6.04796,4.955304,4.734599,4.7060237,5.2827916,5.2107325,4.884361,4.8660083,5.0059276,4.897473,5.0781665,4.4583006,4.952599,4.8492537,5.0631137,5.253697,4.2364216,5.9525414,4.492436,4.9116282,5.472525,5.2138724,4.734526,5.098041,4.94899,5.0888386,5.211163,4.7842746,4.858023,5.0521026,5.3851852
Sample_BWIIAV,Subject_HBHSCC,15,-1.3479036,12.032576,5.6000586,8.683919,4.675537,4.4452896,5.509105,2.7689376,5.5244274,4.8857293,4.965446,3.9298205,5.5209894,5.0873337,4.775248,5.184119,8.971663,5.4996285,5.484495,3.9101427,5.2879815,4.3985405,5.102035,5.0610228,4.949992,4.3035665,5.5381284,4.7839756,4.847479,5.1061115,5.012787,5.310162,4.8498845,5.88361,4.9831724,4.7866683,4.3468246,4.750794,5.375903,4.8902483,5.1217685,5.066192,4.6229854,4.695198,4.3748074,4.764308,5.042144,5.0141954,4.950508,4.3171754,6.1567783,4.7076883,5.0015874,5.576661,4.9311757,4.74724,5.0434837,4.8757005,5.0233407,5.1508865,5.317732,4.828337,5.1494637,4.9665375
Sample_RUZPVL,Subject_HBHSCC,-1,5.7396264,13.524401,9.40603,4.981401,4.1694393,6.9387293,5.702633,5.2826743,0.8238047,5.177112,5.367619,5.593171,4.3561816,4.5628567,4.9039464,4.98493,4.4743752,6.298716,5.756442,5.5360036,4.962935,4.9529138,4.6228065,4.052895,6.802805,5.2306905,4.9791265,4.078995,4.9658966,4.6963468,4.8942437,5.835838,5.0232706,5.1168256,4.8992915,4.86618,5.192431,5.1500034,4.9213004,4.8965044,4.8337226,5.187839,4.9859295,5.1543965,5.299034,5.4065685,5.0880904,5.18545,5.3954763,5.174757,4.778186,5.051766,4.8872967,5.0497775,5.344474,4.791525,5.007457,5.169791,5.0652905,5.0463705,4.9596334,5.11647,5.167731,4.501868
Sample_ULAFNP,Subject_HBHSCC,13,6.1277895,13.89554,3.1505811,5.239028,10.734986,5.0536675,8.199195,5.6913047,5.5832334,6.309603,3.86087,5.201462,5.0562925,4.5686536,4.432913,4.8951554,4.0596237,5.365963,5.4693623,4.810685,4.6700063,5.128207,4.964232,5.31613,5.100352,4.5252423,4.806754,5.143234,5.0167785,4.7141285,4.854104,4.897187,4.828755,5.017681,4.455641,4.5864005,4.477274,5.532867,4.819181,5.278069,4.8013206,5.346635,4.7597694,5.664469,5.2711267,5.263048,5.2326827,4.458342,5.144583,5.2160187,4.873948,4.6029696,5.076296,4.740055,4.964011,5.085937,5.080654,5.1580777,5.0356426,4.832196,4.5980563,5.07863,4.9993196,4.5627446
Sample_ULAFNP,Subject_HBHSCC,8,-6.370702,2.0460565,4.6123977,5.169446,5.1233277,5.283513,4.677303,4.8031816,4.7590194,5.6884317,5.87184,5.000688,5.1113834,5.0595875,4.8922715,4.8927217,4.926305,5.369863,5.575858,4.753428,5.019517,4.9471207,4.949536,5.012251,5.363125,4.795121,5.210205,4.82537,5.107826,4.877006,4.753332,5.1704125,4.6808047,4.6318254,5.145003,4.7581687,5.0953455,4.7169294,5.206,4.844476,4.937921,5.0836306,4.6083035,4.8025146,5.0321755,4.991352,5.030157,4.98479,5.207,5.100779,4.888418,4.7682533,4.9981403,4.630741,5.0340366,4.762343,4.8252273,5.166003,5.062445,4.962101,4.943355,4.5963726,5.042469,4.8646183
Sample_ULAFNP,Subject_HBHSCC,8,-6.3693414,2.0436108,4.6199203,5.1541405,5.109611,5.2935715,4.678516,4.807754,4.772933,5.6842594,5.8713326,4.994246,5.0990396,5.051791,4.876464,4.8926125,4.9317646,5.355218,5.5645757,4.752579,5.0284615,4.960264,4.950128,5.0109067,5.3625836,4.807282,5.201275,4.821189,5.106371,4.889366,4.7463565,5.155581,4.6683893,4.617716,5.1431375,4.757097,5.101671,4.7088385,5.206374,4.839833,4.929749,5.0742,4.603255,4.814446,5.031245,5.001947,5.0334473,4.9846067,5.219468,5.096144,4.9031496,4.7735386,4.9931297,4.6392884,5.022938,4.7814865,4.822106,5.1704435,5.069325,4.954021,4.9514337,4.5983334,5.058214,4.86356
Sample_ULAFNP,Subject_HBHSCC,9,5.8361735,11.637652,4.525348,4.9302897,3.795222,-3.2214248,6.3408365,5.050457,5.0168986,5.4489226,5.439044,4.7692933,4.9533014,4.8265185,5.7558002,5.6135087,4.6485476,4.513588,5.7048836,5.2419124,4.979666,4.9518824,5.218252,5.113291,5.016397,5.7809196,5.2822948,5.928778,5.0567155,4.798241,5.3160396,4.9283814,5.00759,4.92102,5.227413,4.810941,5.1531525,5.053016,4.4768276,5.051948,5.3081045,3.635123,5.1616807,5.1834035,4.8297677,4.5550127,4.262127,5.2934413,4.7914133,5.19929,4.3858905,4.8081093,4.9052615,4.80634,4.592459,4.9283013,5.214309,4.9512305,4.761635,4.9287233,4.737219,5.0351496,4.816642,4.881484
Sample_OSWGOC,Subject_HBHSCC,23,6.376803,11.460062,2.3549151,5.447842,2.0057466,8.606249,3.7159579,4.934805,5.341512,6.4336805,5.109121,5.221721,4.7713666,4.9481854,5.193809,4.732406,4.159841,3.7471664,5.4276514,6.309657,4.785822,4.9618006,5.752663,4.8784385,4.7892675,5.1833534,4.9318614,5.088143,5.182403,4.6499662,5.101458,4.9460382,4.9541273,5.122541,5.537928,4.9395266,5.0179615,4.771849,4.8987617,4.6204834,4.8369136,4.955232,5.35363,4.6198983,5.2670813,5.068963,4.9300537,4.888014,4.877177,5.2927423,4.905035,5.5768747,5.252549,4.7431207,4.686312,5.0192494,4.815129,4.6811852,5.2182083,5.0204864,4.7240868,5.035445,5.0396023,5.387284
Sample_OSWGOC,Subject_HBHSCC,22,6.198274,11.20942,1.8253776,5.7427945,1.1547859,9.775014,6.4810286,5.1770678,5.817618,6.236757,5.1035676,5.0755467,5.0362244,4.8857017,5.4564624,4.4343934,4.1075444,3.4004319,5.4743237,7.038488,4.5319695,4.805738,6.734187,4.878874,4.766532,5.446121,5.016179,4.993052,5.2129893,4.544222,4.9652915,5.0482736,4.8982077,5.183743,5.6228843,4.804093,5.067995,4.65151,5.042419,4.584384,4.7271276,4.8967314,5.501696,4.4234095,5.396774,5.040033,4.9901524,4.972729,4.600741,5.383147,4.8564124,5.54909,5.263533,4.8430386,4.649193,4.985288,4.647528,4.4428596,5.281936,5.0626864,4.919916,5.1016464,5.158113,5.677367
Sample_MNKYLZ,Subject_HBHSCC,23,6.3022304,11.608564,2.5487776,5.3915005,2.2529647,8.326094,3.4626231,4.9352,5.3469343,6.1627054,5.105056,5.173279,4.82603,4.8702297,5.2413416,4.6689205,4.156894,3.7474132,5.4553757,6.2615857,4.7149496,4.9767647,5.611626,4.888086,4.8085723,5.218678,4.979655,5.0685716,5.153411,4.6620445,5.055003,4.9378047,5.0016274,5.15343,5.481346,4.952595,5.004442,4.8267612,4.8499484,4.59716,4.8472605,5.039272,5.3965063,4.6606693,5.1974707,5.0999203,5.007116,4.8929515,4.88037,5.296887,4.9281898,5.634895,5.2115498,4.7905602,4.672927,5.0254784,4.7680125,4.723233,5.141406,5.0008397,4.786892,5.0665426,5.003257,5.295314
Sample_MNKYLZ,Subject_HBHSCC,14,-1.7046126,11.754899,5.4245977,0.8282932,4.589482,4.586019,5.0576186,3.642451,5.783879,4.5299296,4.816091,3.0446026,5.365942,4.995013,4.729017,5.5770497,5.791711,5.268125,5.2836976,4.1269054,5.250856,5.014493,5.12692,5.179923,4.563675,4.640193,5.023667,4.9296365,5.0500803,5.598635,4.8520727,5.335095,5.3241343,4.712879,5.211027,5.484461,4.3814235,5.017274,5.3732214,5.1704984,5.240589,5.1117473,4.7988496,4.9841523,4.6579323,4.809894,4.684413,5.198775,4.826957,4.62914,5.354498,4.686177,4.9914227,5.1442795,5.1609325,4.857947,5.0086017,4.9577103,4.9301667,5.2260976,4.8089604,4.7289133,5.2164474,5.0967693
Sample_MNKYLZ,Subject_HBHSCC,11,-1.6662513,11.78299,5.6658626,7.1432214,4.7696834,4.524432,5.0165887,7.6591625,5.230744,4.7345867,4.529726,2.5636678,5.17596,5.642381,5.0253754,5.4768085,6.7798266,5.3239374,5.2950454,3.8459852,5.381317,4.3916917,5.0064893,5.4386535,5.0473876,4.4962587,5.2620792,4.659762,4.8518033,5.591577,4.9815974,5.3901205,4.8988786,5.741101,4.8829737,5.179221,4.510679,4.6313777,5.3754907,5.1917224,5.244475,5.3518486,4.5634,4.681807,4.6462717,5.2284923,4.7340302,5.261377,5.206572,4.8150077,6.1321936,4.8418474,5.016446,5.420578,4.787642,5.083698,4.935442,5.1390767,4.911059,4.954364,5.0327396,4.783145,5.197656,4.6107388
Sample_URGNBS,Subject_HBHSCC,23,6.6813264,11.109738,2.037997,5.419947,1.4207829,9.475664,4.0541077,4.8358903,5.2062154,7.3909197,4.9164715,5.2864866,4.20488,5.389804,4.709407,5.2299576,4.3597503,3.940596,5.2437663,5.926455,5.013806,4.933326,6.017186,4.803925,4.902265,5.1710634,4.9182262,5.032408,5.3495164,4.7056236,5.4243674,5.0553336,4.9041038,5.025734,5.571891,4.948892,5.013454,4.7959895,4.9801044,4.6876874,4.784027,4.7576337,5.179003,4.574772,5.3929358,5.147161,4.5168405,4.884407,5.061985,5.290832,4.9336147,5.2332234,5.3909125,4.6613307,4.81243,5.0428953,5.002034,4.6841474,5.526162,5.1120505,4.507851,4.969838,5.0675173,5.5953264
Sample_URGNBS,Subject_HBHSCC,8,-6.3447137,2.0110848,4.610827,5.1533737,5.0963497,5.2869086,4.672908,4.8166375,4.766218,5.6884046,5.866947,4.9934397,5.09515,5.0403285,4.879847,4.8879375,4.9323874,5.3506,5.552524,4.750304,5.0236764,4.972519,4.9497824,5.017159,5.3528776,4.798901,5.207077,4.8261952,5.104323,4.883992,4.7504888,5.164132,4.6670203,4.6081257,5.1478925,4.7558,5.097386,4.6961403,5.197184,4.849044,4.9321933,5.0800037,4.6127505,4.830862,5.0256205,5.023287,5.0430894,4.9871383,5.218255,5.094796,4.9037,4.76754,4.9904475,4.6358204,5.032433,4.774636,4.827771,5.169138,5.0623364,4.953985,4.9440694,4.601146,5.054593,4.86258
Sample_URGNBS,Subject_HBHSCC,6,12.051241,3.1611514,3.9320066,4.3900843,4.4620137,5.4956656,5.3707256,4.5629168,5.3894205,5.044031,5.204582,7.221545,5.324707,6.149367,4.135879,4.3921537,5.8163185,3.7234614,5.0903897,5.720901,4.912735,4.5750446,4.1784525,4.323366,3.7653584,3.7898676,5.577455,3.6259031,4.361854,4.700812,5.403502,4.0288744,5.161866,4.3103013,3.6863017,4.65678,4.960206,6.7447863,4.4282866,4.609203,5.355797,3.9621685,4.9092617,4.0663304,4.422478,5.5951433,5.930256,5.157766,6.4455724,3.6826437,3.982216,5.033794,5.227196,3.9353762,4.096442,5.2825637,5.7474627,4.8718004,5.289024,4.7056584,5.1770477,5.6106052,5.2384253,6.0265517
Sample_DFHBRH,Subject_HBHSCC,14,-1.7071465,11.748666,5.408109,0.77367884,4.5874305,4.595262,5.0573864,3.6121202,5.7769866,4.5445046,4.8054557,3.0539765,5.3679595,4.9961886,4.739812,5.5780993,5.7669325,5.269365,5.281455,4.1266246,5.2455435,5.0137367,5.1352754,5.1742744,4.569582,4.641379,5.026468,4.9291396,5.0506115,5.596572,4.8506637,5.34057,5.328387,4.704801,5.2163057,5.4855485,4.3710637,5.013588,5.370146,5.1674185,5.2426667,5.1191955,4.814103,4.972041,4.669792,4.809313,4.691255,5.200858,4.826773,4.6309667,5.347882,4.685349,4.994523,5.1409674,5.1705112,4.858981,4.9981556,4.959928,4.9369206,5.2262063,4.8135414,4.7209544,5.213916,5.093094
Sample_DFHBRH,Subject_HBHSCC,9,5.8575125,11.647765,4.508873,4.9321704,3.7496274,-3.100375,6.174237,5.004246,4.9634876,5.2128425,5.331347,4.838035,5.4280405,4.796619,5.7794557,5.629088,4.73925,4.6174903,5.560717,5.3497663,4.8918676,5.0330853,5.028169,5.2108936,5.0819983,5.813506,5.1027927,5.9123497,5.0120144,4.859494,5.3723946,5.0005913,4.762961,4.939439,5.093299,4.600939,5.2239,5.1006465,4.462774,4.974111,5.252084,3.6554396,5.2348785,5.1183605,4.8218055,4.779394,4.328409,5.133444,4.913691,5.204158,4.5387897,5.016009,4.9181833,5.0118213,4.703681,4.9744325,5.232557,5.0971184,4.7632885,4.8779383,4.7203064,4.9645696,5.0227127,4.817895
Sample_DFHBRH,Subject_HBHSCC,6,11.6284685,3.3810577,4.02455,4.7651567,4.486853,5.838289,5.190943,4.1344137,5.198688,5.25266,5.0168643,6.7655883,5.738112,6.2095113,4.3710294,3.7097595,5.085466,4.226259,5.87883,5.00854,5.110943,5.367374,4.651174,4.7865205,3.37766,4.3605704,4.893585,4.476004,4.896305,5.5767617,5.9666057,4.1757274,5.7054534,5.135903,4.1377497,4.378446,5.083896,6.6716256,5.239615,5.1730676,4.669155,3.4254704,4.4156384,5.014334,3.7120378,4.936506,5.522677,4.588578,6.44482,3.4478278,4.3077765,5.2811294,5.523257,4.010042,5.138252,5.893059,5.2224526,4.5435076,4.148993,4.461297,4.748011,6.1786313,4.4280205,6.230422
Sample_GNCXHE,Subject_HBHSCC,13,6.0301414,13.938704,3.1974764,5.253733,10.846612,5.108642,8.360309,5.7337346,5.6276526,6.4052715,3.8587754,5.1476517,5.401888,4.634746,4.500029,4.9405594,4.0855627,5.3965716,5.4999924,4.820197,4.7120886,5.170795,4.9854045,5.3402324,5.1423893,4.5582943,4.774789,5.149092,5.1193075,4.7691913,4.9222445,4.8784103,4.8166428,5.021097,4.4391065,4.525809,4.387862,5.6035576,4.8049073,5.2710876,4.771096,5.3473277,4.767886,5.619883,5.3344407,5.292528,5.2411036,4.4445963,5.0600486,5.2208004,4.8721333,4.518384,5.1128764,4.7771444,4.911091,5.01174,5.08016,5.189982,5.004357,4.7982554,4.6573577,5.0954347,5.0827727,4.5605974
Sample_GNCXHE,Subject_HBHSCC,0,4.638407,1.5994842,3.029504,-1.3793703,5.4107885,7.2362933,6.0645328,5.481952,6.5302954,4.186674,5.098035,3.8164303,4.120467,5.8010044,7.6421804,5.751834,3.2691026,3.8818383,4.8787174,5.302277,3.4325266,4.249447,4.3876953,3.8883538,6.1412907,3.2575424,6.487301,5.7026167,2.8290923,3.259691,4.9173474,3.1800911,5.6578126,5.3485055,4.2495046,6.270779,5.990167,5.0834904,7.700696,4.715085,2.633616,3.1997154,3.670301,7.3507824,5.089479,6.3511953,5.1912875,3.9151423,4.2491093,7.260464,6.369458,6.134422,5.7966256,5.930079,4.6009755,1.8410081,5.2301044,4.93947,3.7554789,3.7352502,6.190642,5.600776,3.801761,4.4279804
Sample_GNCXHE,Subject_HBHSCC,15,-1.2880535,11.718228,5.1837115,4.7035117,5.031946,4.6101913,5.5362444,5.1583815,5.6934156,4.3437853,5.1633277,3.0607116,5.349345,5.500308,4.8133426,5.4051485,7.3324513,5.5575814,5.4997997,3.8311982,5.3855233,5.0078154,5.1205873,5.1711807,4.9134855,4.2418733,5.273991,4.6587963,4.691009,5.718962,5.147038,5.3323135,4.971834,5.564014,5.047236,4.897996,4.6791673,5.0735416,5.3162203,4.7983727,4.914527,5.0053134,4.8440733,4.819544,4.4790516,5.0874376,4.83377,5.209083,5.169539,4.446606,5.955774,4.5948462,4.888898,5.3296313,5.0544443,4.725714,5.181982,5.1086407,5.138642,5.221804,4.9285865,4.675374,5.0850654,5.1126595
Sample_GNCXHE,Subject_HBHSCC,8,-6.060102,2.2882724,4.718264,5.2724137,5.154401,5.3478403,4.7707033,4.679738,4.8177342,5.625707,5.950322,5.039672,5.229665,5.341376,4.905948,4.9571996,4.837383,5.4820004,5.7749524,4.800897,5.101584,4.9053755,4.9543805,5.0093274,5.486094,4.8261976,5.22979,4.798476,5.1189575,4.9240007,4.7668324,5.1127324,4.7556815,4.776007,5.1356473,4.8046823,5.1231704,5.015674,5.323562,4.7578926,4.969658,5.0388927,4.5296655,4.6328373,5.1213202,4.8643866,4.891022,4.978718,5.1532702,5.15518,4.8265467,4.732754,5.070067,4.6126027,4.9619465,4.794551,4.8444757,5.2028894,5.121295,4.9541626,4.962118,4.5052347,5.0227447,4.9001412
Sample_IMDBGH,Subject_HBHSCC,8,-5.765152,1.5534022,4.755544,4.994507,4.7146263,5.473426,4.777164,4.8186383,4.9942093,5.5507164,5.944354,4.9181647,5.0083933,4.9686294,4.648644,4.9300423,4.910302,5.201024,5.4548693,4.7844377,5.2272954,5.3089404,4.9413085,5.0834513,5.395986,4.9596395,5.153019,4.7567067,5.0628476,5.1038218,4.6901517,4.957326,4.5362663,4.4629736,5.177352,4.7950783,5.223146,4.618772,5.2333975,4.756201,4.8547873,4.8927155,4.5204034,5.031862,5.084726,5.3220983,5.0194993,4.995151,5.359878,5.0628433,5.0925536,4.7263684,4.9541264,4.7282443,4.8731303,5.0441675,4.887137,5.3011413,5.1818123,4.811932,5.0097666,4.545455,5.3006244,4.8838964
Sample_IMDBGH,Subject_HBHSCC,19,6.441285,13.029747,5.854335,5.177211,4.416048,6.201018,2.741627,4.708688,3.8115222,3.8525202,4.644287,5.314987,4.786821,5.036018,5.1925173,4.4739265,4.047506,4.7861333,5.5782743,5.61562,4.8885803,5.1857886,4.705383,4.9525604,5.214277,5.107342,4.852072,5.1235366,5.0984783,4.719369,4.971112,5.0098596,4.8970695,5.025379,5.1988177,4.842328,5.002249,4.7119565,4.674947,4.8900857,4.979857,5.01,5.1128864,5.0354056,5.3075376,5.2163215,5.0704756,5.1026583,5.255421,5.2365265,4.934784,5.631056,5.2700543,4.871751,4.7454515,5.080455,4.9626746,4.846418,5.0825853,5.077587,4.8315887,5.0091963,4.9655375,4.850902
Sample_MARIHE,Subject_HBHSCC,6,11.626811,3.3742561,4.0259743,4.7664824,4.4887033,5.8433323,5.196389,4.131144,5.19849,5.2485,5.018709,6.76107,5.7383585,6.215864,4.3712964,3.7191987,5.094125,4.2275796,5.8696485,5.012167,5.1070285,5.358128,4.649546,4.788141,3.3879764,4.3657503,4.9027534,4.474209,4.8939986,5.5698166,5.9683967,4.1822753,5.7039127,5.125415,4.1394677,4.375616,5.088161,6.6793256,5.2286105,5.172033,4.6751375,3.428134,4.416538,5.006149,3.7190373,4.946964,5.521327,4.595376,6.436636,3.4564524,4.3142433,5.2806745,5.5262427,4.0040464,5.134216,5.8828597,5.2291107,4.545181,4.1527557,4.459178,4.75449,6.16969,4.437792,6.231188
Sample_GWTOJF,Subject_HBHSCC,7,7.1924076,3.2512922,7.535467,5.304047,6.4711137,2.555116,5.0345807,5.5980387,5.8587675,4.4364133,5.3527317,5.600455,4.570439,5.9562674,4.784507,6.150403,3.996073,6.0783896,1.0694342,3.6604242,4.840141,4.255259,4.339815,5.6230764,4.5625634,6.330211,5.233373,5.6535664,4.9815173,4.9475965,4.6624694,5.012897,4.3402,4.589064,4.8682175,5.297918,5.951092,4.7659597,4.739937,4.96161,5.341483,5.7004747,5.1653323,5.136814,4.953284,4.04018,5.0965314,4.964459,4.3826914,5.396286,5.1459203,4.1077914,5.1050506,5.1389694,5.401404,5.28649,4.795358,4.8512473,4.717899,5.2788715,5.590565,4.780145,4.65197,4.9172287
Sample_GWTOJF,Subject_HBHSCC,18,6.610465,13.2970495,3.83322,5.2326055,6.260037,5.841289,1.8788034,4.9821377,5.1226254,3.3468916,4.496066,5.380407,3.9161525,4.8103747,5.474739,4.969972,4.0064745,4.4333806,5.711103,4.966194,4.746025,5.0430484,4.8194375,4.91685,5.186787,4.9562297,4.6762104,4.6525016,5.1356173,4.634527,4.8928485,5.3006873,5.065422,4.9949985,5.249074,4.5722327,4.981931,4.8119965,4.761282,4.9531302,5.0472527,5.2349024,4.881616,5.216788,5.1342897,5.244296,5.5150166,4.945304,4.8910217,5.220778,4.6763325,5.494083,5.0096087,4.6856165,5.0486565,5.122797,4.800815,4.8619194,4.8936296,5.140074,4.6603236,5.1479053,4.6585274,4.4492917
Sample_WOMEUS,Subject_HBHSCC,10,5.458158,11.848119,3.8735783,4.044155,3.2973678,0.8416109,4.5644526,5.015737,4.4108634,5.4335985,4.9127297,5.0404954,7.347205,1.6180192,3.7658026,6.718172,4.8922853,5.6328278,5.149754,6.0590224,4.8308024,5.149943,5.6091366,5.796824,4.813498,5.3838873,4.4484315,5.5192504,4.317811,4.523599,4.5474524,4.152396,4.6579237,5.4494805,5.0591393,5.13325,5.095273,5.661093,5.356687,4.391099,4.971836,4.477181,5.2237506,4.5034766,4.8260937,4.8881354,4.708121,4.847275,5.470436,5.4516916,4.741245,4.787966,5.398328,4.5935707,4.7037673,4.8009143,5.2663827,4.9565673,4.8488545,4.987094,4.7089114,5.097207,4.758317,5.313673
Sample_WOMEUS,Subject_HBHSCC,14,-1.7085217,11.746443,5.4038334,0.7435232,4.5868177,4.5973287,5.0579257,3.5979445,5.7746215,4.547757,4.8023324,3.056856,5.3688855,4.997127,4.743004,5.5787296,5.7580633,5.269146,5.2792645,4.1262794,5.245018,5.0118995,5.1362057,5.174021,4.571105,4.6425376,5.026281,4.9293165,5.050826,5.5948596,4.851248,5.3417883,5.3300467,4.701663,5.216929,5.486081,4.3680563,5.012783,5.3692174,5.166511,5.243923,5.121752,4.817843,4.9698477,4.672916,4.8085356,4.6934333,5.2022276,4.827803,4.631045,5.345267,4.686138,4.9952617,5.139214,5.1734843,4.859555,4.9953175,4.961001,4.938163,5.22518,4.8138213,4.7184477,5.212824,5.09137
Sample_WOMEUS,Subject_HBHSCC,22,6.159982,11.180626,1.7938898,5.781778,1.0960935,9.920107,6.9195256,5.1653037,5.9173484,6.0230856,5.1306095,5.0682206,5.123439,4.846485,5.5179105,4.345882,4.0891204,3.3496132,5.4775443,7.1354756,4.509488,4.775312,6.827433,4.9038644,4.756479,5.4761515,4.996362,4.9928327,5.241139,4.5344834,4.955896,5.053111,4.8924575,5.175212,5.6227612,4.7809067,5.0702214,4.653715,5.0641475,4.589715,4.7300467,4.870383,5.519315,4.402681,5.40652,5.0430183,5.029125,5.0190377,4.568932,5.3721285,4.8661513,5.577381,5.257184,4.827334,4.644779,5.001606,4.6329994,4.3879495,5.2984858,5.0524635,4.9540405,5.123553,5.165894,5.696567
Sample_VDPVPK,Subject_HBHSCC,8,-5.7880893,1.5721207,4.7604685,4.9997363,4.7341537,5.476509,4.782127,4.8108993,4.994521,5.5515356,5.949919,4.920468,5.011858,4.984973,4.6485868,4.9363112,4.9104,5.2127295,5.4713454,4.782054,5.230841,5.289546,4.9428973,5.080208,5.4040523,4.9647245,5.152175,4.7507706,5.0729504,5.105023,4.6912317,4.9560485,4.5440435,4.4740458,5.1728916,4.792486,5.225808,4.635221,5.243259,4.752196,4.8583145,4.890777,4.5119476,5.014599,5.088118,5.303998,5.0119605,4.986572,5.3554645,5.0715976,5.080462,4.7227354,4.9580297,4.723251,4.869466,5.03806,4.8878794,5.3005223,5.185715,4.8065195,5.0128884,4.5397577,5.2846413,4.882447
Sample_VDPVPK,Subject_HBHSCC,-1,6.1937313,11.812308,2.8246908,5.305475,2.5621538,7.9939804,3.1774073,4.937943,5.374626,5.8252406,5.082212,5.0876503,4.8756227,4.775939,5.2853427,4.5882897,4.165066,3.7306755,5.4882307,6.1502404,4.606693,4.9912815,5.439132,4.8959923,4.8338866,5.274254,5.062987,5.0387297,5.116569,4.682796,5.003913,4.9257097,5.0721264,5.205269,5.3932905,4.9817,4.9788976,4.9199667,4.779863,4.555838,4.8572984,5.1789556,5.4747953,4.7082253,5.0803633,5.1581616,5.1045313,4.8970394,4.8870997,5.3086567,4.97217,5.7088785,5.145756,4.8644834,4.650005,5.030292,4.69933,4.7873445,5.025727,4.9623065,4.8873568,5.1193743,4.9386253,5.164959
Sample_VDPVPK,Subject_HBHSCC,15,-1.3384316,11.972807,5.4742947,8.433187,4.7856135,4.537733,5.5584197,3.0742571,5.582702,4.733549,5.033857,3.8083527,5.468396,5.1474338,4.739707,5.2824516,8.795892,5.480693,5.4142637,3.9091306,5.3312316,4.548115,5.1074443,5.049207,4.9015565,4.2963753,5.4280386,4.7874894,4.8387833,5.2510276,5.0226803,5.309332,4.9022303,5.863095,5.00666,4.8066807,4.3891053,4.865321,5.346558,4.874856,5.062668,5.0377383,4.6854434,4.771573,4.3835607,4.8064065,4.998401,5.0264573,4.9947762,4.303997,6.108634,4.6789527,4.976093,5.5376806,4.9969134,4.733923,5.0637226,4.877502,5.02069,5.148439,5.185579,4.811487,5.1428485,5.034481
Sample_VDPVPK,Subject_HBHSCC,19,6.42775,12.999079,5.9702525,5.177038,4.3622923,6.221858,2.7491775,4.681439,3.78298,3.8610632,4.6734056,5.3226714,4.8355546,5.0614924,5.2183585,4.479798,4.0756345,4.7680645,5.5498657,5.653216,4.8932962,5.190633,4.7077894,4.971163,5.191235,5.096663,4.8565116,5.1626654,5.116513,4.7091923,4.977759,4.9930367,4.861221,5.030397,5.20735,4.867888,4.9999886,4.6828837,4.692629,4.881377,4.978685,4.9784045,5.114312,4.9965734,5.3436,5.2027345,5.04257,5.110122,5.2579446,5.253184,4.9441557,5.6340456,5.2904363,4.886929,4.711046,5.080363,4.9705963,4.814546,5.093554,5.0863523,4.832671,5.0102944,4.970431,4.882789
Sample_HAMASB,Subject_HBHSCC,8,-5.910089,2.055207,4.735537,5.116028,4.950339,5.4252596,4.776468,4.756454,4.9247723,5.5834284,5.9565024,4.968002,5.095751,5.2226477,4.7478585,4.9497404,4.8918953,5.3462796,5.6471195,4.7822876,5.182941,5.0926423,4.947563,5.046897,5.4385595,4.917298,5.181075,4.7611346,5.114248,5.0375595,4.721006,5.02054,4.6410623,4.618066,5.1522164,4.7906995,5.188911,4.8906317,5.283426,4.7586627,4.904945,4.9444237,4.5063615,4.792377,5.1020555,5.048669,4.9681454,4.9675856,5.2740664,5.116274,4.9559317,4.722308,5.0002565,4.670079,4.908293,4.9327593,4.8703127,5.2562957,5.1572714,4.8578973,4.994161,4.5306735,5.15018,4.8840632
